Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty
TCS,EQ,2015-08-04,2509.6,2510.4,2523.0,2486.0,2510.0,2508.9,2500.32,1171346.0,2928737113.8,82052.0,973725.0
TCS,EQ,2015-08-06,2547.15,2565.0,2583.0,2550.1,2569.3,2573.3,2566.25,1105683.0,2837460973.7,67097.0,888664.0
TCS,EQ,2015-08-07,2573.3,2573.0,2573.0,2547.0,2559.0,2552.05,2558.6,594253.0,1520457968.1,51065.0,457333.0
TCS,EQ,2015-08-10,2552.05,2572.0,2589.0,2556.6,2575.0,2572.1,2576.47,715591.0,1843701542.65,45499.0,563414.0
TCS,EQ,2015-08-11,2572.1,2578.0,2610.0,2542.1,2600.8,2604.2,2595.57,1100153.0,2855526876.9,60746.0,777937.0
TCS,EQ,2015-08-12,2604.2,2603.1,2691.4,2602.0,2670.0,2671.7,2658.48,1739892.0,4625460143.15,116770.0,1317431.0
TCS,BL,2015-08-12,1020.0,2604.2,2604.2,2604.2,2604.2,2604.2,2604.2,49865.0,129858433.0,1.0,
TCS,EQ,2015-08-13,2671.7,2670.0,2684.0,2556.0,2638.35,2635.6,2652.19,703213.0,1865057138.1,47820.0,460590.0
TCS,EQ,2015-08-14,2635.6,2638.0,2719.35,2637.1,2692.05,2703.2,2688.81,1146982.0,3084016067.4,82195.0,766818.0
TCS,EQ,2015-08-17,2703.2,2690.1,2696.8,2655.0,2685.9,2684.75,2673.6,386822.0,1034207797.2,30502.0,206955.0
TCS,EQ,2015-08-18,2684.75,2706.9,2749.9,2690.0,2745.95,2740.9,2736.66,958463.0,2622984632.55,100314.0,623865.0
TCS,EQ,2015-08-19,2740.9,2750.0,2752.85,2721.9,2727.0,2733.6,2739.06,845035.0,2314600373.5,90389.0,588336.0
TCS,EQ,2015-08-20,2733.6,2745.0,2745.0,2672.0,2686.5,2686.85,2702.74,1174649.0,3174771771.2,105196.0,842334.0
TCS,EQ,2015-08-21,2686.85,2712.0,2729.9,2655.1,2671.0,2676.15,2684.3,1768040.0,4745943361.3,113746.0,1315006.0
TCS,EQ,2015-08-24,2676.15,2639.0,2645.0,2569.1,2586.0,2578.65,2599.95,2346172.0,6099928317.6,98288.0,1766434.0
TCS,EQ,2015-08-25,2578.65,2587.9,2622.0,2535.5,2564.8,2567.15,2574.64,1962900.0,5053751284.75,90437.0,1340952.0
TCS,EQ,2015-08-26,2567.15,2558.05,2639.0,2511.95,2579.8,2576.75,2591.93,1608079.0,4168033295.3,92978.0,1139025.0
TCS,EQ,2015-08-27,2576.75,2614.9,2614.9,2545.8,2567.0,2574.65,2572.91,2632399.0,6772916405.9,126702.0,2065390.0
TCS,EQ,2015-08-28,2574.65,2609.0,2609.0,2557.7,2563.1,2570.85,2581.92,1372076.0,3542585118.95,102566.0,1063723.0
TCS,EQ,2015-08-31,2570.85,2590.0,2590.0,2531.05,2575.0,2564.05,2566.03,1846022.0,4736944518.7,109961.0,1434044.0
TCS,EQ,2015-09-01,2564.05,2556.0,2611.2,2530.0,2533.2,2537.4,2574.5,1493801.0,3845789530.5,96695.0,981661.0
TCS,EQ,2015-09-02,2537.4,2559.7,2620.45,2548.0,2600.0,2591.8,2595.11,1882975.0,4886522945.45,114103.0,1263275.0
TCS,EQ,2015-09-03,2591.8,2596.1,2615.0,2576.25,2606.0,2605.6,2594.76,1132537.0,2938659690.2,91703.0,745864.0
TCS,EQ,2015-09-04,2605.6,2611.4,2614.9,2539.15,2544.0,2547.45,2568.96,1213198.0,3116651985.35,124154.0,800848.0
TCS,EQ,2015-09-07,2547.45,2553.0,2559.95,2532.7,2539.6,2539.75,2546.5,879592.0,2239883159.8,73248.0,638480.0
TCS,EQ,2015-09-08,2539.75,2545.0,2564.1,2523.5,2540.3,2540.3,2540.52,893873.0,2270899930.95,64944.0,616912.0
TCS,EQ,2015-09-09,2540.3,2562.95,2574.0,2544.0,2551.0,2549.75,2558.04,1022538.0,2615692014.25,62654.0,625155.0
TCS,EQ,2015-09-10,2549.75,2542.0,2578.5,2527.0,2550.0,2545.4,2553.83,1332909.0,3404019638.1,96715.0,916263.0
TCS,EQ,2015-09-11,2545.4,2546.5,2568.4,2540.6,2549.8,2552.0,2553.59,796336.0,2033516637.85,60997.0,560414.0
TCS,EQ,2015-09-14,2552.0,2565.0,2565.0,2543.0,2548.0,2551.65,2552.98,794659.0,2028750151.55,57713.0,577291.0
TCS,EQ,2015-09-15,2551.65,2551.65,2558.9,2536.0,2537.25,2547.6,2548.86,689950.0,1758583961.95,64604.0,485074.0
TCS,EQ,2015-09-16,2547.6,2555.0,2565.0,2541.05,2548.0,2550.35,2553.8,878408.0,2243276051.65,69451.0,634884.0
TCS,EQ,2015-09-18,2550.35,2565.0,2586.0,2539.0,2545.0,2551.25,2565.18,1227647.0,3149141305.85,70579.0,870927.0
TCS,EQ,2015-09-21,2551.25,2550.0,2557.1,2533.2,2555.65,2551.05,2545.78,554420.0,1411429757.4,59635.0,370607.0
TCS,EQ,2015-09-22,2551.05,2557.5,2572.4,2490.0,2522.55,2526.8,2545.14,1040623.0,2648536284.15,72612.0,671655.0
TCS,EQ,2015-09-23,2526.8,2534.3,2557.75,2512.6,2534.6,2532.65,2533.36,614176.0,1555931596.75,37626.0,345011.0
TCS,EQ,2015-09-24,2532.65,2535.5,2590.0,2529.9,2579.0,2580.4,2561.8,1177127.0,3015562644.85,71506.0,824902.0
TCS,EQ,2015-09-28,2580.4,2594.0,2619.0,2579.5,2600.0,2593.7,2603.35,1183406.0,3080820833.95,77392.0,894029.0
TCS,EQ,2015-09-29,2593.7,2583.35,2634.0,2569.85,2592.0,2588.25,2603.73,1662976.0,4329946170.65,103754.0,1244496.0
TCS,EQ,2015-09-30,2588.25,2643.7,2643.7,2570.95,2585.0,2588.05,2585.98,1684168.0,4355227068.05,81073.0,1273762.0
TCS,EQ,2015-10-01,2588.05,2599.0,2649.95,2592.2,2641.1,2644.6,2630.47,1417204.0,3727914114.8,94874.0,1002629.0
TCS,EQ,2015-10-05,2644.6,2652.7,2770.0,2652.7,2719.9,2711.65,2711.39,2403653.0,6517248343.2,146358.0,1616394.0
TCS,EQ,2015-10-06,2711.65,2725.0,2726.0,2684.0,2686.2,2700.0,2704.9,1989795.0,5382189365.2,96553.0,1635016.0
TCS,EQ,2015-10-07,2700.0,2693.95,2717.0,2646.95,2655.0,2653.95,2677.99,1032765.0,2765730773.4,102318.0,683381.0
TCS,EQ,2015-10-08,2653.95,2670.0,2678.35,2620.0,2631.9,2633.8,2642.62,1178775.0,3115049441.3,102041.0,865714.0
TCS,EQ,2015-10-09,2633.8,2650.5,2650.6,2608.0,2630.0,2629.65,2628.83,1124862.0,2957073345.25,68120.0,837088.0
TCS,EQ,2015-10-12,2629.65,2655.0,2660.35,2587.0,2597.7,2592.6,2612.17,1227956.0,3207625454.35,84883.0,675044.0
TCS,EQ,2015-10-13,2592.6,2602.8,2612.0,2567.6,2586.85,2598.55,2589.61,3089856.0,8001535877.6,129714.0,1303446.0
TCS,EQ,2015-10-14,2598.55,2548.0,2548.0,2480.0,2480.9,2483.7,2502.59,4168564.0,10432220480.3,175646.0,2297432.0
TCS,EQ,2015-10-15,2483.7,2490.0,2503.5,2465.0,2468.8,2467.75,2478.15,1607855.0,3984511866.85,107563.0,1101822.0
TCS,EQ,2015-10-16,2467.75,2480.9,2492.0,2470.0,2472.0,2473.75,2477.86,1166914.0,2891451710.1,68190.0,791055.0
TCS,EQ,2015-10-19,2473.75,2490.0,2494.95,2455.85,2493.95,2488.75,2473.9,1565321.0,3872449831.1,55224.0,1047364.0
TCS,EQ,2015-10-20,2488.75,2496.25,2530.0,2495.6,2523.2,2526.75,2520.95,1347542.0,3397089855.45,60572.0,942992.0
TCS,EQ,2015-10-21,2526.75,2535.0,2542.0,2522.25,2526.0,2530.0,2532.48,964844.0,2443449158.55,80004.0,691629.0
TCS,EQ,2015-10-23,2530.0,2548.0,2548.0,2527.3,2536.95,2537.15,2534.65,1167699.0,2959713465.9,39962.0,862305.0
TCS,EQ,2015-10-26,2537.15,2549.0,2549.0,2515.1,2540.0,2536.55,2530.16,707315.0,1789621755.3,58521.0,469883.0
TCS,EQ,2015-10-27,2536.55,2530.05,2544.9,2520.35,2528.9,2531.1,2531.42,765210.0,1937067442.75,47064.0,541265.0
TCS,EQ,2015-10-28,2531.1,2510.05,2533.55,2510.05,2528.0,2529.1,2524.11,627671.0,1584311787.8,43535.0,444506.0
TCS,EQ,2015-10-29,2529.1,2533.55,2535.4,2490.05,2496.0,2495.35,2500.06,1565158.0,3912986455.6,61541.0,1065888.0
TCS,EQ,2015-10-30,2495.35,2500.0,2511.9,2485.0,2500.0,2495.2,2495.93,758348.0,1892786967.45,41071.0,519557.0
TCS,EQ,2015-11-02,2495.2,2500.0,2522.8,2487.55,2518.0,2517.35,2507.96,659647.0,1654368762.9,48056.0,480522.0
TCS,EQ,2015-11-03,2517.35,2528.0,2547.8,2518.5,2538.85,2543.45,2536.88,682453.0,1731302984.55,39895.0,502388.0
TCS,EQ,2015-11-04,2543.45,2545.0,2547.2,2520.0,2526.75,2533.8,2532.27,495717.0,1255289591.1,41282.0,284406.0
TCS,EQ,2015-11-05,2533.8,2530.8,2534.95,2480.0,2485.0,2482.65,2496.94,798049.0,1992676741.45,38722.0,556372.0
TCS,EQ,2015-11-06,2482.65,2492.0,2518.25,2483.45,2505.2,2505.75,2507.54,454012.0,1138452606.05,26028.0,298424.0
TCS,EQ,2015-11-09,2505.75,2495.0,2502.75,2468.6,2474.0,2471.35,2477.88,1010778.0,2504589508.5,42927.0,819330.0
TCS,EQ,2015-11-10,2471.35,2472.95,2477.0,2450.0,2455.0,2458.15,2463.3,680960.0,1677407795.95,53282.0,479205.0
TCS,EQ,2015-11-11,2458.15,2475.0,2475.0,2450.0,2472.0,2468.8,2467.45,67582.0,166754977.55,5197.0,34003.0
TCS,EQ,2015-11-13,2468.8,2438.05,2438.05,2386.55,2396.0,2397.4,2405.31,1371616.0,3299155303.45,77174.0,958618.0
TCS,EQ,2015-11-16,2397.4,2390.0,2390.0,2356.0,2376.0,2374.6,2371.62,1021764.0,2423237597.1,67518.0,701532.0
TCS,EQ,2015-11-17,2374.6,2380.5,2398.45,2375.0,2390.0,2390.55,2385.85,992514.0,2367989027.85,58593.0,755518.0
TCS,EQ,2015-11-18,2390.55,2388.9,2388.9,2346.0,2349.65,2351.45,2358.29,760176.0,1792717016.0,43678.0,506662.0
TCS,EQ,2015-11-19,2351.45,2365.35,2381.6,2352.0,2367.0,2362.55,2366.14,933453.0,2208680749.55,55764.0,632570.0
TCS,EQ,2015-11-20,2362.55,2366.5,2423.55,2361.95,2394.5,2398.35,2403.22,1006063.0,2417790418.4,60130.0,575994.0
TCS,EQ,2015-11-23,2398.35,2405.3,2413.4,2382.25,2389.3,2391.05,2397.62,544041.0,1304405391.85,42359.0,351815.0
TCS,EQ,2015-11-24,2391.05,2380.05,2392.45,2365.5,2366.0,2367.95,2378.62,499320.0,1187694596.1,35776.0,342427.0
TCS,EQ,2015-11-26,2367.95,2377.9,2382.4,2337.85,2346.0,2345.55,2355.52,1457646.0,3433508896.1,77452.0,969589.0
TCS,EQ,2015-11-27,2345.55,2348.0,2359.45,2332.5,2354.95,2353.35,2348.7,868603.0,2040086163.75,62719.0,518858.0
TCS,EQ,2015-11-30,2353.35,2365.0,2391.25,2350.15,2373.55,2364.7,2365.21,2050024.0,4848744782.2,85439.0,1102521.0
TCS,EQ,2015-12-01,2364.7,2362.9,2378.05,2357.05,2359.75,2361.9,2363.85,860997.0,2035267110.0,51511.0,672976.0
TCS,EQ,2015-12-02,2361.9,2378.0,2378.1,2346.5,2367.0,2365.2,2362.86,820148.0,1937896039.75,38694.0,580713.0
TCS,EQ,2015-12-03,2365.2,2360.0,2373.0,2347.0,2350.0,2350.75,2356.59,1141679.0,2690467598.75,41715.0,765969.0
TCS,EQ,2015-12-04,2350.75,2340.0,2347.3,2321.1,2330.0,2328.4,2330.08,623046.0,1451747348.45,32999.0,426970.0
TCS,EQ,2015-12-07,2328.4,2332.2,2343.9,2315.25,2321.0,2319.8,2322.27,691302.0,1605390412.1,52150.0,487587.0
TCS,EQ,2015-12-08,2319.8,2319.4,2349.0,2317.3,2326.25,2329.0,2332.95,569982.0,1329739195.55,47957.0,336913.0
TCS,EQ,2015-12-09,2329.0,2337.9,2372.8,2320.0,2370.0,2367.65,2361.23,2641403.0,6236953830.25,59592.0,1365071.0
TCS,EQ,2015-12-10,2367.65,2369.0,2391.2,2352.0,2380.95,2384.55,2374.82,861994.0,2047084266.5,52429.0,556996.0
TCS,EQ,2015-12-11,2384.55,2383.0,2391.95,2363.25,2383.15,2386.0,2384.13,826189.0,1969745818.2,53651.0,598804.0
TCS,EQ,2015-12-14,2386.0,2335.2,2387.0,2330.6,2375.0,2378.45,2364.84,1359266.0,3214443353.75,58637.0,758806.0
TCS,EQ,2015-12-15,2378.45,2378.45,2385.0,2363.05,2379.5,2375.85,2375.03,567934.0,1348859151.3,52585.0,421587.0
TCS,EQ,2015-12-16,2375.85,2384.0,2414.5,2384.0,2407.5,2408.4,2402.07,717967.0,1724609355.8,48074.0,494205.0
TCS,EQ,2015-12-17,2408.4,2415.0,2445.0,2393.35,2434.1,2439.75,2418.57,809422.0,1957647078.25,46818.0,569320.0
TCS,EQ,2015-12-18,2439.75,2420.0,2434.2,2400.65,2409.8,2416.8,2416.02,1512485.0,3654197886.25,47644.0,1052042.0
TCS,EQ,2015-12-21,2416.8,2419.95,2450.0,2406.85,2443.0,2446.4,2428.4,805052.0,1954988970.35,41004.0,425890.0
TCS,EQ,2015-12-22,2446.4,2440.0,2440.0,2400.0,2407.0,2405.05,2413.33,780429.0,1883430362.6,30995.0,476137.0
TCS,EQ,2015-12-23,2405.05,2415.0,2435.0,2410.55,2418.8,2425.8,2425.06,424917.0,1030449350.6,31057.0,253475.0
TCS,EQ,2015-12-24,2425.8,2421.0,2438.2,2404.0,2435.0,2434.25,2424.03,421580.0,1021924014.25,21932.0,188670.0
TCS,EQ,2015-12-28,2434.25,2428.0,2466.4,2420.2,2456.95,2462.7,2455.0,1852099.0,4546895664.0,43390.0,1060100.0
TCS,EQ,2015-12-29,2462.7,2458.35,2465.3,2445.75,2449.35,2455.8,2452.26,854262.0,2094875086.5,26975.0,433986.0
TCS,EQ,2015-12-30,2455.8,2453.05,2459.0,2412.3,2421.7,2418.3,2442.06,802881.0,1960681996.9,49464.0,632180.0
TCS,EQ,2015-12-31,2418.3,2415.75,2448.5,2407.5,2430.0,2436.85,2428.9,620159.0,1506302587.2,42600.0,400391.0
TCS,EQ,2016-01-01,2436.85,2439.0,2439.0,2412.25,2414.1,2416.4,2423.73,356131.0,863164899.2,15545.0,246115.0
TCS,EQ,2016-01-04,2416.4,2410.15,2414.0,2366.05,2373.0,2369.6,2381.76,935092.0,2227161314.65,72341.0,615009.0
TCS,EQ,2016-01-05,2369.6,2385.0,2386.6,2341.0,2349.85,2348.95,2353.54,1339010.0,3151408770.3,97799.0,1037513.0
TCS,EQ,2016-01-06,2348.95,2350.2,2386.15,2350.2,2382.0,2381.6,2374.18,1326614.0,3149626909.4,43208.0,852411.0
TCS,EQ,2016-01-07,2381.6,2370.0,2382.9,2360.0,2379.0,2371.25,2367.71,1599790.0,3787836766.95,29836.0,877850.0
TCS,EQ,2016-01-08,2371.25,2385.0,2407.35,2372.5,2400.8,2397.6,2396.08,953772.0,2285313566.6,29435.0,596208.0
TCS,EQ,2016-01-11,2397.6,2382.5,2384.0,2348.85,2362.8,2362.35,2361.63,1465114.0,3460058884.1,52084.0,927856.0
TCS,EQ,2016-01-12,2362.35,2362.7,2365.0,2301.6,2317.0,2327.05,2325.68,1741297.0,4049698909.45,78442.0,1022719.0
TCS,EQ,2016-01-13,2327.05,2317.0,2327.0,2255.1,2280.0,2279.2,2283.97,2373046.0,5419974451.55,110813.0,1008246.0
TCS,EQ,2016-01-14,2279.2,2273.0,2298.9,2250.0,2280.05,2278.8,2280.21,1371026.0,3126231079.5,68867.0,841660.0
TCS,EQ,2016-01-15,2278.8,2288.85,2291.7,2255.0,2265.25,2261.1,2267.74,1634704.0,3707078050.3,59507.0,1305490.0
TCS,EQ,2016-01-18,2261.1,2262.0,2291.9,2260.0,2280.0,2277.65,2281.48,1106961.0,2525514822.0,36247.0,824382.0
TCS,EQ,2016-01-19,2277.65,2277.0,2300.0,2268.3,2288.0,2279.3,2277.26,483955.0,1102090046.45,37877.0,314006.0
TCS,EQ,2016-01-20,2279.3,2273.8,2285.0,2243.0,2280.0,2280.1,2268.32,807977.0,1832751651.5,47824.0,573668.0
TCS,EQ,2016-01-21,2280.1,2285.0,2289.9,2245.75,2258.0,2254.5,2258.77,1337768.0,3021715595.6,48506.0,988982.0
TCS,EQ,2016-01-22,2254.5,2273.0,2302.05,2260.0,2290.0,2295.75,2290.27,671589.0,1538122117.0,65671.0,490657.0
TCS,EQ,2016-01-25,2295.75,2301.9,2339.0,2291.5,2301.7,2304.65,2317.64,698780.0,1619518169.25,63300.0,479449.0
TCS,EQ,2016-01-27,2304.65,2302.0,2329.95,2281.9,2317.0,2319.75,2316.74,813493.0,1884648891.5,37894.0,583494.0
TCS,EQ,2016-01-28,2319.75,2315.5,2348.9,2308.05,2345.0,2331.2,2334.21,1553330.0,3625794748.85,52219.0,1005471.0
TCS,EQ,2016-01-29,2331.2,2358.7,2400.0,2335.05,2386.1,2391.3,2372.42,1117872.0,2652057899.65,51641.0,842301.0
TCS,EQ,2016-02-01,2391.3,2391.1,2412.95,2359.0,2395.35,2402.7,2402.94,747637.0,1796523763.2,65836.0,542493.0
TCS,EQ,2016-02-02,2402.7,2409.0,2433.0,2379.7,2382.0,2398.1,2415.55,737794.0,1782175428.5,50764.0,460781.0
TCS,EQ,2016-02-03,2398.1,2387.5,2429.9,2360.3,2424.8,2416.3,2402.39,654346.0,1571995829.55,35587.0,443404.0
TCS,EQ,2016-02-04,2416.3,2421.9,2440.0,2402.0,2423.0,2420.05,2419.99,625023.0,1512552462.75,42532.0,370318.0
TCS,EQ,2016-02-05,2420.05,2408.1,2439.95,2408.1,2424.0,2421.95,2425.99,701498.0,1701826384.1,80411.0,454027.0
TCS,EQ,2016-02-08,2421.95,2400.0,2412.05,2347.0,2354.3,2362.95,2385.01,531829.0,1268416646.8,29355.0,333965.0
TCS,EQ,2016-02-09,2362.95,2333.6,2333.6,2255.6,2280.7,2281.4,2276.64,1244805.0,2833977865.55,74469.0,719530.0
TCS,EQ,2016-02-10,2281.4,2275.0,2289.9,2258.1,2283.0,2268.8,2271.48,945366.0,2147378289.9,65549.0,604389.0
TCS,EQ,2016-02-11,2268.8,2280.0,2289.0,2171.65,2179.35,2197.95,2231.27,981204.0,2189332214.9,73416.0,582430.0
TCS,EQ,2016-02-12,2197.95,2200.0,2243.4,2164.0,2226.3,2226.6,2214.47,1086284.0,2405540712.65,85740.0,632825.0
TCS,EQ,2016-02-15,2226.6,2250.0,2306.85,2240.0,2262.0,2269.15,2278.07,1239856.0,2824480330.05,62877.0,886727.0
TCS,EQ,2016-02-16,2269.15,2266.0,2282.0,2243.0,2262.5,2265.55,2260.28,794351.0,1795456148.95,40886.0,499672.0
TCS,EQ,2016-02-17,2265.55,2265.0,2279.65,2246.4,2279.65,2275.55,2265.3,792589.0,1795454857.9,36080.0,567844.0
TCS,EQ,2016-02-18,2275.55,2285.0,2319.75,2278.0,2312.1,2315.85,2301.08,764570.0,1759338646.95,31762.0,569449.0
TCS,EQ,2016-02-19,2315.85,2307.35,2327.0,2305.45,2314.9,2319.65,2317.45,439506.0,1018533549.05,60217.0,303871.0
TCS,EQ,2016-02-22,2319.65,2320.25,2343.0,2305.0,2325.0,2315.9,2330.06,662442.0,1543532713.85,49580.0,413311.0
TCS,EQ,2016-02-23,2315.9,2310.25,2319.9,2256.75,2258.1,2264.0,2277.26,653426.0,1488024069.4,42218.0,445387.0
TCS,EQ,2016-02-24,2264.0,2262.45,2262.45,2201.2,2216.0,2210.95,2230.36,829664.0,1850451615.05,38290.0,574352.0
TCS,EQ,2016-02-25,2210.95,2219.8,2228.0,2185.65,2224.2,2212.85,2204.85,915278.0,2018048988.1,45678.0,673667.0
TCS,EQ,2016-02-26,2212.85,2229.7,2256.9,2199.6,2219.9,2210.5,2218.03,768768.0,1705153693.5,37353.0,521706.0
TCS,EQ,2016-02-29,2210.5,2237.0,2237.0,2115.0,2172.0,2176.8,2184.95,1095859.0,2394398681.65,47672.0,679639.0
TCS,EQ,2016-03-01,2176.8,2193.0,2285.1,2162.0,2281.0,2276.65,2257.79,999880.0,2257516902.5,50318.0,643213.0
TCS,EQ,2016-03-02,2276.65,2305.0,2330.0,2256.25,2320.1,2318.85,2288.84,763743.0,1748081932.1,42118.0,438079.0
TCS,EQ,2016-03-03,2318.85,2336.0,2391.0,2301.0,2369.4,2373.15,2356.33,1324142.0,3120109870.55,61441.0,797518.0
TCS,EQ,2016-03-04,2373.15,2380.0,2380.0,2349.55,2369.85,2357.55,2362.52,756483.0,1787209075.4,32716.0,419647.0
TCS,EQ,2016-03-08,2357.55,2342.1,2367.0,2304.2,2351.0,2354.3,2342.85,634076.0,1485546744.9,33078.0,350804.0
TCS,EQ,2016-03-09,2354.3,2341.0,2369.4,2295.15,2360.0,2357.25,2326.68,1008892.0,2347365913.2,45459.0,607451.0
TCS,EQ,2016-03-10,2357.25,2356.05,2359.85,2314.95,2347.0,2348.3,2329.26,830833.0,1935228919.75,47391.0,514311.0
TCS,EQ,2016-03-11,2348.3,2340.0,2390.85,2335.0,2360.0,2365.25,2369.33,765264.0,1813160612.1,60976.0,381295.0
TCS,EQ,2016-03-14,2365.25,2362.0,2398.0,2340.0,2346.1,2355.0,2361.38,818371.0,1932483561.6,50401.0,532800.0
TCS,EQ,2016-03-15,2355.0,2349.05,2363.5,2320.1,2330.25,2329.9,2333.27,811678.0,1893864662.9,34040.0,519577.0
TCS,EQ,2016-03-16,2329.9,2315.0,2332.0,2306.9,2323.55,2327.05,2320.16,959123.0,2225314511.3,47662.0,648450.0
TCS,EQ,2016-03-17,2327.05,2334.0,2361.8,2332.0,2349.0,2352.05,2347.85,1110544.0,2607391322.65,51558.0,820690.0
TCS,EQ,2016-03-18,2352.05,2360.0,2430.0,2360.0,2421.4,2425.85,2408.6,1602035.0,3858668680.5,102942.0,1152246.0
TCS,EQ,2016-03-21,2425.85,2426.0,2454.95,2420.0,2449.05,2446.25,2434.69,1168491.0,2844918942.2,68915.0,855867.0
TCS,EQ,2016-03-22,2446.25,2442.0,2485.0,2436.5,2470.65,2473.1,2456.21,975992.0,2397240026.25,63517.0,541794.0
TCS,EQ,2016-03-23,2473.1,2487.9,2487.9,2457.3,2479.6,2473.8,2473.02,1139217.0,2817311940.5,55908.0,698388.0
TCS,EQ,2016-03-28,2473.8,2491.0,2517.15,2461.55,2476.0,2473.4,2478.01,1660441.0,4114582547.1,82490.0,1133446.0
TCS,EQ,2016-03-29,2473.4,2478.0,2486.95,2455.0,2462.4,2469.4,2472.49,919398.0,2273205293.65,32196.0,650064.0
TCS,EQ,2016-03-30,2469.4,2470.9,2505.0,2460.0,2490.0,2489.5,2490.18,1068252.0,2660138879.55,66443.0,840002.0
TCS,EQ,2016-03-31,2489.5,2478.3,2550.0,2472.15,2530.0,2520.3,2510.45,2181982.0,5477752815.8,76600.0,1371053.0
TCS,EQ,2016-04-01,2520.3,2505.0,2520.85,2434.1,2458.0,2453.9,2467.96,1520700.0,3753029123.65,86567.0,990990.0
TCS,EQ,2016-04-04,2453.9,2456.0,2488.0,2447.0,2476.4,2471.25,2462.56,876176.0,2157634013.4,56839.0,541245.0
TCS,EQ,2016-04-05,2471.25,2470.8,2484.9,2442.05,2460.0,2462.75,2459.72,745897.0,1834699992.8,39144.0,438819.0
TCS,EQ,2016-04-06,2462.75,2470.0,2489.0,2459.35,2481.0,2481.9,2477.67,881575.0,2184255309.75,48213.0,578096.0
TCS,EQ,2016-04-07,2481.9,2480.0,2484.7,2457.0,2466.25,2470.8,2470.69,1195471.0,2953639685.55,50556.0,893942.0
TCS,EQ,2016-04-08,2470.8,2466.0,2473.7,2427.0,2432.0,2432.05,2438.52,699750.0,1706355354.15,51781.0,462455.0
TCS,EQ,2016-04-11,2432.05,2433.0,2517.0,2413.0,2506.05,2506.65,2456.71,1200324.0,2948846493.4,56962.0,804709.0
TCS,EQ,2016-04-12,2506.65,2498.0,2525.0,2488.1,2520.05,2518.15,2502.73,651814.0,1631314698.85,41843.0,379191.0
TCS,EQ,2016-04-13,2518.15,2530.0,2545.0,2512.5,2528.0,2526.2,2524.85,800734.0,2021736752.75,51204.0,497799.0
TCS,EQ,2016-04-18,2526.2,2453.0,2553.5,2440.0,2522.4,2519.75,2495.75,3560752.0,8886759956.75,185897.0,1683724.0
TCS,EQ,2016-04-20,2519.75,2534.9,2534.9,2440.0,2453.0,2450.35,2472.11,3202512.0,7916958058.35,118381.0,1605452.0
TCS,EQ,2016-04-21,2450.35,2451.0,2467.4,2412.2,2418.2,2424.4,2440.23,1262862.0,3081673106.25,64118.0,668774.0
TCS,EQ,2016-04-22,2424.4,2419.0,2435.4,2404.2,2423.4,2417.05,2420.24,982063.0,2376831048.35,54414.0,558188.0
TCS,EQ,2016-04-25,2417.05,2402.3,2457.05,2402.3,2453.0,2451.25,2441.63,1133827.0,2768388615.85,56820.0,760631.0
TCS,EQ,2016-04-26,2451.25,2449.0,2493.5,2442.0,2488.0,2489.8,2473.61,1277184.0,3159254631.3,76806.0,850243.0
TCS,EQ,2016-04-27,2489.8,2480.0,2514.6,2475.9,2511.5,2511.1,2502.32,924335.0,2312980759.75,58165.0,644463.0
TCS,EQ,2016-04-28,2511.1,2501.3,2540.0,2498.1,2527.0,2527.75,2526.07,2496372.0,6306021297.4,93432.0,1837651.0
TCS,EQ,2016-04-29,2527.75,2517.0,2542.0,2510.0,2540.1,2535.5,2529.22,1186089.0,2999874438.9,78355.0,815255.0
TCS,EQ,2016-05-02,2535.5,2529.0,2530.0,2500.0,2525.1,2526.7,2516.27,558346.0,1404946984.4,33410.0,336693.0
TCS,EQ,2016-05-03,2526.7,2525.0,2530.0,2472.0,2473.9,2478.1,2496.18,1076559.0,2687283771.8,46517.0,674261.0
TCS,EQ,2016-05-04,2478.1,2473.9,2494.05,2457.0,2478.0,2478.0,2472.4,682446.0,1687276873.0,32957.0,434174.0
TCS,EQ,2016-05-05,2478.0,2478.0,2489.95,2463.55,2469.3,2470.3,2472.47,623283.0,1541048678.15,34994.0,393436.0
TCS,EQ,2016-05-06,2470.3,2465.0,2484.3,2431.0,2479.0,2473.4,2456.6,442799.0,1087778645.55,29141.0,247145.0
TCS,EQ,2016-05-09,2473.4,2473.4,2518.0,2456.4,2514.6,2512.55,2499.22,910638.0,2275885334.45,50476.0,553930.0
TCS,EQ,2016-05-10,2512.55,2515.0,2533.95,2496.0,2522.9,2522.9,2515.63,579267.0,1457224317.35,47846.0,296598.0
TCS,EQ,2016-05-11,2522.9,2500.0,2525.6,2490.0,2524.8,2518.3,2514.08,799358.0,2009648151.9,37888.0,504838.0
TCS,EQ,2016-05-12,2518.3,2520.55,2569.9,2520.55,2566.0,2566.2,2554.51,756541.0,1932590566.45,52202.0,437035.0
TCS,EQ,2016-05-13,2566.2,2565.0,2566.0,2510.15,2525.0,2523.4,2530.28,810865.0,2051718778.45,36862.0,485088.0
TCS,EQ,2016-05-16,2523.4,2538.0,2564.8,2522.5,2552.75,2551.15,2543.39,555763.0,1413523384.3,38211.0,306818.0
